id,month,region,state,coal,gas,diesel,thermal_total,nuclear,hydro,res,grand_total
254,Aug-2019,Northern,Delhi,135.00,2208.40,0.00,2343.40,0.00,0.00,184.15,2527.55
255,Aug-2019,Northern,Haryana,5540.00,431.59,0.00,5971.59,0.00,0.00,437.68,6409.27
256,Aug-2019,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,897.60,10706.62
257,Aug-2019,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3449.00,199.16,3823.16
258,Aug-2019,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1325.40,8101.70
259,Aug-2019,Northern,Rajasthan,9160.00,1023.13,0.00,10183.13,1180.00,411.00,8368.54,20142.67
260,Aug-2019,Northern,Uttar Pradesh,21749.00,1493.14,0.00,23242.14,440.00,501.60,3027.70,27211.44
261,Aug-2019,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,602.31,4808.66
262,Aug-2019,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,16.98,57.03
263,Aug-2019,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,329.55,6719.55
264,Aug-2019,Eastern,Jharkhand,4590.00,0.00,0.00,4590.00,0.00,210.00,42.25,4842.25
265,Aug-2019,Eastern,Odisha,9000.00,0.00,0.00,9000.00,0.00,2142.25,512.31,11654.56
266,Aug-2019,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
267,Aug-2019,Eastern,West Bengal,14287.00,100.00,0.00,14387.00,0.00,1341.20,495.32,16223.52
268,Aug-2019,Western,Chhatisgarh,23128.00,0.00,0.00,23128.00,0.00,120.00,535.35,23783.35
269,Aug-2019,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
270,Aug-2019,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,15.45,15.45
271,Aug-2019,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,4.83,52.83
272,Aug-2019,Western,Gujarat,15492.00,7551.41,0.00,23043.41,440.00,1990.00,9702.22,35175.63
273,Aug-2019,Western,Madhya Pradesh,19830.00,0.00,0.00,19830.00,0.00,2235.00,4837.21,26902.21
274,Aug-2019,Western,Maharashtra,25886.00,3207.08,0.00,29093.08,1400.00,3047.00,9343.87,42883.95
275,Aug-2019,Southern,Andhra Pradesh.,11590.00,4880.40,36.80,16507.20,0.00,1610.00,7966.59,26083.79
276,Aug-2019,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,14202.60,28232.00
277,Aug-2019,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,425.88,2975.92
278,Aug-2019,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
279,Aug-2019,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,3.20,35.70
280,Aug-2019,Southern,Tamil Nadu,12660.00,1027.18,211.70,13898.88,2440.00,2178.20,13402.58,31919.66
281,Aug-2019,Southern,Telangana,7182.50,0.00,0.00,7182.50,0.00,2405.60,4016.32,13604.42
282,Aug-2019,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,515.00,136.72,651.72
283,Aug-2019,North Eastern,Assam,750.00,643.70,0.00,1393.70,0.00,350.00,75.18,1818.88
284,Aug-2019,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,9.45,150.45
285,Aug-2019,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,32.65,354.65
286,Aug-2019,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.87,97.87
287,Aug-2019,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
288,Aug-2019,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
289,Sep-2019,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
290,Sep-2019,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,184.15,2392.55
291,Sep-2019,Northern,Haryana,5540.00,431.59,0.00,5971.59,0.00,0.00,523.11,6494.70
292,Sep-2019,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,905.97,10714.99
293,Sep-2019,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3449.00,199.16,3823.16
294,Sep-2019,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1448.50,8224.80
295,Sep-2019,Northern,Rajasthan,9160.00,1023.13,0.00,10183.13,1180.00,411.00,8686.34,20460.47
296,Sep-2019,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3185.71,28029.45
297,Sep-2019,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,659.81,4866.16
298,Sep-2019,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,17.44,57.49
299,Sep-2019,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,341.25,6731.25
300,Sep-2019,Eastern,Jharkhand,4590.00,0.00,0.00,4590.00,0.00,210.00,46.58,4846.58
301,Sep-2019,Eastern,Odisha,9000.00,0.00,0.00,9000.00,0.00,2142.25,521.13,11663.38
302,Sep-2019,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
303,Sep-2019,Eastern,West Bengal,14287.00,100.00,0.00,14387.00,0.00,1341.20,515.58,16243.78
304,Sep-2019,Western,Chhatisgarh,23128.00,0.00,0.00,23128.00,0.00,120.00,537.85,23785.85
305,Sep-2019,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
306,Sep-2019,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,16.02,16.02
307,Sep-2019,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,4.83,52.83
308,Sep-2019,Western,Gujarat,15432.00,7551.41,0.00,22983.41,440.00,1990.00,9871.22,35284.63
309,Sep-2019,Western,Madhya Pradesh,20490.00,0.00,0.00,20490.00,0.00,2235.00,4850.20,27575.20
310,Sep-2019,Western,Maharashtra,25386.00,3207.08,0.00,28593.08,1400.00,3047.00,9362.91,42402.99
311,Sep-2019,Southern,Andhra Pradesh.,11590.00,4880.40,36.80,16507.20,0.00,1610.00,8065.57,26182.77
312,Sep-2019,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,14281.75,28311.15
313,Sep-2019,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,426.60,2976.64
314,Sep-2019,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
315,Sep-2019,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,3.20,35.70
316,Sep-2019,Southern,Tamil Nadu,12660.00,1027.18,211.70,13898.88,2440.00,2178.20,13458.33,31975.41
317,Sep-2019,Southern,Telangana,7182.50,0.00,0.00,7182.50,0.00,2405.60,4017.32,13605.42
318,Sep-2019,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,515.00,136.72,651.72
319,Sep-2019,North Eastern,Assam,750.00,643.70,0.00,1393.70,0.00,350.00,75.34,1819.05
320,Sep-2019,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,9.56,150.56
321,Sep-2019,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
322,Sep-2019,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.89,97.89
323,Sep-2019,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
324,Sep-2019,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
325,Oct-2019,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
326,Oct-2019,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,200.41,2408.81
327,Oct-2019,Northern,Haryana,5540.00,431.59,0.00,5971.59,0.00,0.00,526.68,6498.27
328,Oct-2019,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,943.34,10752.36
329,Oct-2019,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3449.00,199.16,3823.16
330,Oct-2019,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1448.50,8224.80
331,Oct-2019,Northern,Rajasthan,9160.00,1023.13,0.00,10183.13,1180.00,411.00,9182.50,20956.63
332,Oct-2019,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3185.71,28029.45
333,Oct-2019,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,659.81,4866.16
334,Oct-2019,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,17.44,57.49
335,Oct-2019,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,341.25,6731.25
336,Oct-2019,Eastern,Jharkhand,4590.00,0.00,0.00,4590.00,0.00,210.00,46.75,4846.75
337,Oct-2019,Eastern,Odisha,9000.00,0.00,0.00,9000.00,0.00,2142.25,521.13,11663.38
338,Oct-2019,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
339,Oct-2019,Eastern,West Bengal,14287.00,100.00,0.00,14387.00,0.00,1341.20,526.91,16255.11
340,Oct-2019,Western,Chhatisgarh,23128.00,0.00,0.00,23128.00,0.00,120.00,537.85,23785.85
341,Oct-2019,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
342,Oct-2019,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,16.02,16.02
343,Oct-2019,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,4.83,52.83
344,Oct-2019,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,10030.99,36244.40
345,Oct-2019,Western,Madhya Pradesh,20490.00,0.00,0.00,20490.00,0.00,2235.00,4852.63,27577.63
346,Oct-2019,Western,Maharashtra,25386.00,3207.08,0.00,28593.08,1400.00,3047.00,9363.73,42403.81
347,Oct-2019,Southern,Andhra Pradesh.,11590.00,4880.40,36.80,16507.20,0.00,1610.00,8071.72,26188.92
348,Oct-2019,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,14335.35,28364.75
349,Oct-2019,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,426.63,2976.67
350,Oct-2019,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
351,Oct-2019,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,3.20,35.70
352,Oct-2019,Southern,Tamil Nadu,12660.00,1027.18,211.70,13898.88,2440.00,2178.20,13461.03,31978.11
353,Oct-2019,Southern,Telangana,7182.50,0.00,0.00,7182.50,0.00,2405.60,4017.32,13605.42
354,Oct-2019,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,515.00,136.72,651.72
355,Oct-2019,North Eastern,Assam,750.00,643.70,0.00,1393.70,0.00,350.00,75.34,1819.05
356,Oct-2019,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,9.75,150.75
357,Oct-2019,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
358,Oct-2019,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.89,97.89
359,Oct-2019,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
360,Oct-2019,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
361,Nov-2019,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
362,Nov-2019,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,200.41,2408.81
363,Nov-2019,Northern,Haryana,5540.00,431.59,0.00,5971.59,0.00,0.00,527.72,6499.31
364,Nov-2019,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,945.24,10754.26
365,Nov-2019,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3449.00,199.76,3823.76
366,Nov-2019,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1448.50,8224.80
367,Nov-2019,Northern,Rajasthan,9160.00,1023.13,0.00,10183.13,1180.00,411.00,9188.08,20962.21
368,Nov-2019,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3185.71,28029.45
369,Nov-2019,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,660.21,4866.56
370,Nov-2019,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,17.44,57.49
371,Nov-2019,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,341.25,6731.25
372,Nov-2019,Eastern,Jharkhand,4590.00,0.00,0.00,4590.00,0.00,210.00,46.75,4846.75
373,Nov-2019,Eastern,Odisha,9000.00,0.00,0.00,9000.00,0.00,2142.25,521.21,11663.46
374,Nov-2019,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
375,Nov-2019,Eastern,West Bengal,14287.00,100.00,0.00,14387.00,0.00,1341.20,527.29,16255.49
376,Nov-2019,Western,Chhatisgarh,23128.00,0.00,0.00,23128.00,0.00,120.00,537.85,23785.85
377,Nov-2019,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
378,Nov-2019,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,16.56,16.56
379,Nov-2019,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,4.83,52.83
380,Nov-2019,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,10178.26,36391.67
381,Nov-2019,Western,Madhya Pradesh,20490.00,0.00,0.00,20490.00,0.00,2235.00,4973.39,27698.39
382,Nov-2019,Western,Maharashtra,25386.00,3207.08,0.00,28593.08,1400.00,3047.00,9368.80,42408.88
383,Nov-2019,Southern,Andhra Pradesh.,11590.00,4880.40,36.80,16507.20,0.00,1610.00,8073.67,26190.87
384,Nov-2019,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15011.86,29041.26
385,Nov-2019,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,426.68,2976.72
386,Nov-2019,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
387,Nov-2019,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,5.51,38.01
388,Nov-2019,Southern,Tamil Nadu,12660.00,1027.18,211.70,13898.88,2440.00,2178.20,13516.82,32033.90
389,Nov-2019,Southern,Telangana,7182.50,0.00,0.00,7182.50,0.00,2405.60,4017.32,13605.42
390,Nov-2019,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,515.00,136.72,651.72
391,Nov-2019,North Eastern,Assam,750.00,643.70,0.00,1393.70,0.00,350.00,75.34,1819.05
392,Nov-2019,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,9.84,150.84
393,Nov-2019,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
394,Nov-2019,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.97,97.97
395,Nov-2019,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
396,Nov-2019,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
397,Dec-2019,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
398,Dec-2019,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,200.41,2408.81
399,Dec-2019,Northern,Haryana,5540.00,431.59,0.00,5971.59,0.00,0.00,527.72,6499.31
400,Dec-2019,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,945.24,10754.26
401,Dec-2019,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3449.00,199.76,3823.76
402,Dec-2019,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1448.50,8224.80
403,Dec-2019,Northern,Rajasthan,9160.00,1023.13,0.00,10183.13,1180.00,411.00,9188.08,20962.21
404,Dec-2019,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3185.71,28029.45
405,Dec-2019,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,660.21,4866.56
406,Dec-2019,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,17.44,57.49
407,Dec-2019,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,341.25,6731.25
408,Dec-2019,Eastern,Jharkhand,4590.00,0.00,0.00,4590.00,0.00,210.00,46.75,4846.75
409,Dec-2019,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,521.21,12463.46
410,Dec-2019,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
411,Dec-2019,Eastern,West Bengal,14287.00,100.00,0.00,14387.00,0.00,1341.20,527.29,16255.49
412,Dec-2019,Western,Chhatisgarh,23128.00,0.00,0.00,23128.00,0.00,120.00,537.85,23785.85
413,Dec-2019,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
414,Dec-2019,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,16.56,16.56
415,Dec-2019,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,4.83,52.83
416,Dec-2019,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,10178.26,36391.67
417,Dec-2019,Western,Madhya Pradesh,20490.00,0.00,0.00,20490.00,0.00,2235.00,4973.39,27698.39
418,Dec-2019,Western,Maharashtra,25386.00,3207.08,0.00,28593.08,1400.00,3047.00,9368.80,42408.88
419,Dec-2019,Southern,Andhra Pradesh.,11590.00,4880.40,36.80,16507.20,0.00,1610.00,8073.67,26190.87
420,Dec-2019,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15011.86,29041.26
421,Dec-2019,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,426.68,2976.72
422,Dec-2019,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
423,Dec-2019,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,5.51,38.01
424,Dec-2019,Southern,Tamil Nadu,13160.00,1027.18,211.70,14398.88,2440.00,2178.20,13516.82,32533.90
425,Dec-2019,Southern,Telangana,7182.50,0.00,0.00,7182.50,0.00,2405.60,4017.32,13605.42
426,Dec-2019,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,515.00,136.72,651.72
427,Dec-2019,North Eastern,Assam,750.00,643.70,0.00,1393.70,0.00,350.00,75.34,1819.05
428,Dec-2019,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,9.84,150.84
429,Dec-2019,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
430,Dec-2019,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.97,97.97
431,Dec-2019,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
432,Dec-2019,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
433,Jan-2020,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
434,Jan-2020,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,208.12,2416.52
435,Jan-2020,Northern,Haryana,5540.00,431.59,0.00,5971.59,0.00,0.00,531.30,6502.89
436,Jan-2020,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,951.64,10760.66
437,Jan-2020,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,199.78,3734.78
438,Jan-2020,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
439,Jan-2020,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1448.50,8224.80
440,Jan-2020,Northern,Rajasthan,9160.00,1023.13,0.00,10183.13,1180.00,411.00,9479.95,21254.08
441,Jan-2020,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3235.71,28079.45
442,Jan-2020,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,660.72,4867.07
443,Jan-2020,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,17.44,57.49
444,Jan-2020,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,343.47,6733.47
445,Jan-2020,Eastern,Jharkhand,4590.00,0.00,0.00,4590.00,0.00,210.00,46.75,4846.75
446,Jan-2020,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,521.69,12463.94
447,Jan-2020,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
448,Jan-2020,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,532.88,16151.08
449,Jan-2020,Western,Chhatisgarh,23128.00,0.00,0.00,23128.00,0.00,120.00,537.85,23785.85
450,Jan-2020,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
451,Jan-2020,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,16.56,16.56
452,Jan-2020,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,4.83,52.83
453,Jan-2020,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,10392.12,36605.53
454,Jan-2020,Western,Madhya Pradesh,20490.00,0.00,0.00,20490.00,0.00,2235.00,4993.81,27718.81
455,Jan-2020,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,9575.46,42195.54
456,Jan-2020,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8313.92,26449.26
457,Jan-2020,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15193.36,29222.76
458,Jan-2020,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,427.47,2977.51
459,Jan-2020,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
460,Jan-2020,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,5.51,38.01
461,Jan-2020,Southern,Tamil Nadu,13160.00,1027.18,211.70,14398.88,2440.00,2178.20,14205.30,33222.38
462,Jan-2020,Southern,Telangana,7182.50,0.00,0.00,7182.50,0.00,2405.60,4017.32,13605.42
463,Jan-2020,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,515.00,136.72,651.72
464,Jan-2020,North Eastern,Assam,750.00,643.70,0.00,1393.70,0.00,350.00,75.34,1819.05
465,Jan-2020,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,10.61,151.61
466,Jan-2020,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
467,Jan-2020,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.99,97.99
468,Jan-2020,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
469,Jan-2020,North Eastern,Tripura,0.00,1132.10,0.00,1132.10,0.00,0.00,25.42,1157.52
470,Feb-2020,Northern,Chandigarh,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
471,Feb-2020,Northern,Delhi,0.00,2208.40,0.00,2208.40,0.00,0.00,217.16,2425.56
472,Feb-2020,Northern,Haryana,5540.00,431.59,0.00,5971.59,0.00,0.00,531.30,6502.89
473,Feb-2020,Northern,Himachal Pradesh,0.00,0.00,0.00,0.00,0.00,9809.02,951.64,10760.66
474,Feb-2020,Northern,Jammu and Kashmir,0.00,175.00,0.00,175.00,0.00,3360.00,199.78,3734.78
475,Feb-2020,Northern,Ladakh,0.00,0.00,0.00,0.00,0.00,89.00,0.00,89.00
476,Feb-2020,Northern,Punjab,5680.00,0.00,0.00,5680.00,0.00,1096.30,1448.50,8224.80
477,Feb-2020,Northern,Rajasthan,9160.00,1023.13,0.00,10183.13,1180.00,411.00,9479.95,21254.08
478,Feb-2020,Northern,Uttar Pradesh,22409.00,1493.14,0.00,23902.14,440.00,501.60,3235.71,28079.45
479,Feb-2020,Northern,Uttarakhand,0.00,450.00,0.00,450.00,0.00,3756.35,660.72,4867.07
480,Feb-2020,Eastern,Andaman & Nicobar Islands,0.00,0.00,40.05,40.05,0.00,0.00,17.44,57.49
481,Feb-2020,Eastern,Bihar,6390.00,0.00,0.00,6390.00,0.00,0.00,343.47,6733.47
482,Feb-2020,Eastern,Jharkhand,4590.00,0.00,0.00,4590.00,0.00,210.00,46.75,4846.75
483,Feb-2020,Eastern,Odisha,9800.00,0.00,0.00,9800.00,0.00,2142.25,521.69,12463.94
484,Feb-2020,Eastern,Sikkim,0.00,0.00,0.00,0.00,0.00,2169.00,52.18,2221.18
485,Feb-2020,Eastern,West Bengal,14177.00,100.00,0.00,14277.00,0.00,1341.20,532.88,16151.08
486,Feb-2020,Western,Chhatisgarh,23128.00,0.00,0.00,23128.00,0.00,120.00,537.85,23785.85
487,Feb-2020,Western,Dadra & Nagar Haveli,0.00,0.00,0.00,0.00,0.00,0.00,5.46,5.46
488,Feb-2020,Western,Daman & Diu,0.00,0.00,0.00,0.00,0.00,0.00,17.31,17.31
489,Feb-2020,Western,Goa,0.00,48.00,0.00,48.00,0.00,0.00,4.83,52.83
490,Feb-2020,Western,Gujarat,16232.00,7551.41,0.00,23783.41,440.00,1990.00,10511.43,36724.84
491,Feb-2020,Western,Madhya Pradesh,20490.00,0.00,0.00,20490.00,0.00,2235.00,4995.01,27720.01
492,Feb-2020,Western,Maharashtra,24966.00,3207.08,0.00,28173.08,1400.00,3047.00,9710.40,42330.48
493,Feb-2020,Southern,Andhra Pradesh,11590.00,4898.54,36.80,16525.34,0.00,1610.00,8313.92,26449.26
494,Feb-2020,Southern,Karnataka,9480.00,0.00,25.20,9505.20,880.00,3644.20,15232.06,29261.46
495,Feb-2020,Southern,Kerala,0.00,533.58,159.96,693.54,0.00,1856.50,427.47,2977.51
496,Feb-2020,Southern,Lakshadweep,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.75
497,Feb-2020,Southern,Puducherry,0.00,32.50,0.00,32.50,0.00,0.00,5.51,38.01
498,Feb-2020,Southern,Tamil Nadu,13160.00,1027.18,211.70,14398.88,2440.00,2178.20,14339.52,33356.60
499,Feb-2020,Southern,Telangana,7182.50,0.00,0.00,7182.50,0.00,2405.60,4017.32,13605.42
500,Feb-2020,North Eastern,Arunachal Pradesh,0.00,0.00,0.00,0.00,0.00,815.00,136.72,951.72
501,Feb-2020,North Eastern,Assam,750.00,643.70,0.00,1393.70,0.00,350.00,75.34,1819.05
502,Feb-2020,North Eastern,Manipur,0.00,0.00,36.00,36.00,0.00,105.00,10.61,151.61
503,Feb-2020,North Eastern,Meghalaya,0.00,0.00,0.00,0.00,0.00,322.00,46.45,368.45
504,Feb-2020,North Eastern,Mizoram,0.00,0.00,0.00,0.00,0.00,60.00,37.99,97.99
505,Feb-2020,North Eastern,Nagaland,0.00,0.00,0.00,0.00,0.00,75.00,31.67,106.67
